dist,support,nrSegments,information
0.327146,0.028807,4,low
1.210725,0.839506,4,low
1.306786,0.794239,4,low
4.919112,0.728395,4,low
2.863416,0.893004,4,low
2.260915,0.934156,4,low
2.326648,0.827160,4,low
0.297702,0.000000,4,low
0.787825,0.049383,4,low
0.369606,0.004115,4,low
2.206500,0.740741,4,low
7.370265,0.736626,4,low
0.485949,0.008230,4,low
